SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,1108.8733704160838,0.00663040647313653,5.927365779876709
EDTRPAS1-35,marginalised,1141.4596667116678,0.006627680134725997,5.928579807281494
EDTRPAS1-35,marginalised,1175.0035716347052,0.006624557740761819,5.929972171783447
EDTRPAS1-35,marginalised,1209.533226287058,0.006621005714289587,5.931558132171631
EDTRPAS1-35,marginalised,1245.0775987489508,0.006616988332983833,5.933353900909424
EDTRPAS1-35,marginalised,1281.6665083812595,0.006612467731961371,5.935377597808838
EDTRPAS1-35,marginalised,1319.330650841969,0.006607411161443637,5.937644004821777
EDTRPAS1-35,marginalised,1358.1016238377854,0.006601792928761215,5.9401655197143555
EDTRPAS1-35,marginalised,1398.0119536325083,0.00659560265381631,5.942947864532471
EDTRPAS1-35,marginalised,1439.0951223343982,0.0065888413198418715,5.9459919929504395
EDTRPAS1-35,marginalised,1481.3855959854354,0.006581522829297511,5.949292182922363
EDTRPAS1-35,marginalised,1524.9188534760344,0.006573669033664299,5.952840328216553
EDTRPAS1-35,marginalised,1569.7314163094684,0.006565301352318342,5.956627368927002
EDTRPAS1-35,marginalised,1615.8608792409782,0.006556436461479314,5.960647106170654
EDTRPAS1-35,marginalised,1663.345941817268,0.00654708139767972,5.964897155761719
EDTRPAS1-35,marginalised,1712.226440842848,0.006537231651309127,5.969382286071777
EDTRPAS1-35,marginalised,1762.5433838004574,0.006526871564973395,5.974109649658203
EDTRPAS1-35,marginalised,1814.3389832536138,0.006515979284003675,5.979091644287109
EDTRPAS1-35,marginalised,1867.6566922601403,0.006504530284561379,5.984340190887451
EDTRPAS1-35,marginalised,1922.541240826387,0.006492498132368137,5.989870548248291
EDTRPAS1-35,marginalised,1979.0386734327274,0.006479859247175984,5.995694637298584
EDTRPAS1-35,marginalised,2037.1963876618101,0.00646658915839888,6.001826763153076
EDTRPAS1-35,marginalised,2097.063173961973,0.00645266466469548,6.008280277252197
EDTRPAS1-35,marginalised,2158.6892565791804,0.006438055241406225,6.015071392059326
EDTRPAS1-35,marginalised,2222.126335691819,0.00642272097113293,6.022222518920898
